Measure Name,Year,Period,Value
Percentage of Vacant Office Space ,2020,Q1,0.0375
Percentage of Vacant Office Space ,2020,Q2,0.0404
Percentage of Vacant Industrial Space,2007,Q1,0.046
Percentage of Vacant Industrial Space,2007,Q2,0.045
Percentage of Vacant Industrial Space,2007,Q3,0.045
Percentage of Vacant Industrial Space,2007,Q4,0.047
Percentage of Vacant Industrial Space,2008,Q1,0.047
Percentage of Vacant Industrial Space,2008,Q2,0.05
Percentage of Vacant Industrial Space,2008,Q3,0.05
Percentage of Vacant Industrial Space,2008,Q4,0.052
Percentage of Vacant Industrial Space,2009,Q1,0.053
Percentage of Vacant Industrial Space,2009,Q2,0.058
Percentage of Vacant Industrial Space,2009,Q3,0.056
Percentage of Vacant Industrial Space,2009,Q4,0.055
Percentage of Vacant Industrial Space,2010,Q1,0.047
Percentage of Vacant Industrial Space,2010,Q2,0.055
Percentage of Vacant Industrial Space,2010,Q3,0.051
Percentage of Vacant Industrial Space,2010,Q4,0.052
Percentage of Vacant Industrial Space,2011,Q1,0.052
Percentage of Vacant Industrial Space,2011,Q2,0.049
Percentage of Vacant Industrial Space,2011,Q3,0.05
Percentage of Vacant Industrial Space,2011,Q4,0.049
Percentage of Vacant Industrial Space,2012,Q1,0.05
Percentage of Vacant Industrial Space,2012,Q2,0.049
Percentage of Vacant Industrial Space,2012,Q3,0.048
Percentage of Vacant Industrial Space,2012,Q4,0.049
Percentage of Vacant Industrial Space,2013,Q1,0.051
Percentage of Vacant Industrial Space,2013,Q2,0.051
Percentage of Vacant Industrial Space,2013,Q3,0.055
Percentage of Vacant Industrial Space,2013,Q4,0.049
Percentage of Vacant Industrial Space,2014,Q1,0.05
Percentage of Vacant Industrial Space,2014,Q2,0.047
Percentage of Vacant Industrial Space,2014,Q3,0.045
Percentage of Vacant Industrial Space,2014,Q4,0.044
Percentage of Vacant Industrial Space,2015,Q1,0.042
Percentage of Vacant Industrial Space,2015,Q2,0.031
Percentage of Vacant Industrial Space,2015,Q3,0.029
Percentage of Vacant Industrial Space,2015,Q4,0.029
Percentage of Vacant Industrial Space,2016,Q1,0.025
Percentage of Vacant Industrial Space,2016,Q2,0.025
Percentage of Vacant Industrial Space,2016,Q3,0.023
Percentage of Vacant Industrial Space,2016,Q4,0.025
Percentage of Vacant Industrial Space,2017,Q1,0.023
Percentage of Vacant Industrial Space,2017,Q2,0.019
Percentage of Vacant Industrial Space,2017,Q3,0.022
Percentage of Vacant Industrial Space,2017,Q4,0.018
Percentage of Vacant Industrial Space,2018,Q1,0.014
Percentage of Vacant Industrial Space,2018,Q2,0.017
Percentage of Vacant Industrial Space,2018,Q3,0.015
Percentage of Vacant Industrial Space,2018,Q4,0.012
Percentage of Vacant Industrial Space,2019,Q1,0.013
Percentage of Vacant Industrial Space,2019,Q2,0.013
Percentage of Vacant Industrial Space,2019,Q3,0.015
Percentage of Vacant Industrial Space,2019,Q4,0.014
Percentage of Vacant Industrial Space,2020,Q1,0.017
Percentage of Vacant Industrial Space,2020,Q2,0.019
Ontario Product Exports to U.S. (CAD) ,2007,Jan,14352000000
Ontario Product Exports to U.S. (CAD) ,2007,Feb,14002000000
Ontario Product Exports to U.S. (CAD) ,2007,Mar,16517000000
Ontario Product Exports to U.S. (CAD) ,2007,Apr,15008000000
Ontario Product Exports to U.S. (CAD) ,2007,May,15346000000
Ontario Product Exports to U.S. (CAD) ,2007,Jun,14802000000
Ontario Product Exports to U.S. (CAD) ,2007,Jul,11990000000
Ontario Product Exports to U.S. (CAD) ,2007,Aug,14192000000
Ontario Product Exports to U.S. (CAD) ,2007,Sep,13563000000
Ontario Product Exports to U.S. (CAD) ,2007,Oct,14355000000
Ontario Product Exports to U.S. (CAD) ,2007,Nov,13842000000
Ontario Product Exports to U.S. (CAD) ,2007,Dec,11302000000
Ontario Product Exports to U.S. (CAD) ,2008,Jan,12181000000
Ontario Product Exports to U.S. (CAD) ,2008,Feb,12952000000
Ontario Product Exports to U.S. (CAD) ,2008,Mar,13540000000
Ontario Product Exports to U.S. (CAD) ,2008,Apr,13593000000
Ontario Product Exports to U.S. (CAD) ,2008,May,13092000000
Ontario Product Exports to U.S. (CAD) ,2008,Jun,13773000000
Ontario Product Exports to U.S. (CAD) ,2008,Jul,12073000000
Ontario Product Exports to U.S. (CAD) ,2008,Aug,13033000000
Ontario Product Exports to U.S. (CAD) ,2008,Sep,13699000000
Ontario Product Exports to U.S. (CAD) ,2008,Oct,14222000000
Ontario Product Exports to U.S. (CAD) ,2008,Nov,12557000000
Ontario Product Exports to U.S. (CAD) ,2008,Dec,11157000000
Ontario Product Exports to U.S. (CAD) ,2009,Jan,9135000000
Ontario Product Exports to U.S. (CAD) ,2009,Feb,10145000000
Ontario Product Exports to U.S. (CAD) ,2009,Mar,11226000000
Ontario Product Exports to U.S. (CAD) ,2009,Apr,10234000000
Ontario Product Exports to U.S. (CAD) ,2009,May,8811000000
Ontario Product Exports to U.S. (CAD) ,2009,Jun,9391000000
Ontario Product Exports to U.S. (CAD) ,2009,Jul,8916000000
Ontario Product Exports to U.S. (CAD) ,2009,Aug,9648000000
Ontario Product Exports to U.S. (CAD) ,2009,Sep,10594000000
Ontario Product Exports to U.S. (CAD) ,2009,Oct,11001000000
Ontario Product Exports to U.S. (CAD) ,2009,Nov,10286000000
Ontario Product Exports to U.S. (CAD) ,2009,Dec,9824000000
Ontario Product Exports to U.S. (CAD) ,2010,Jan,9415177465
Ontario Product Exports to U.S. (CAD) ,2010,Feb,10065407351
Ontario Product Exports to U.S. (CAD) ,2010,Mar,11891848709
Ontario Product Exports to U.S. (CAD) ,2010,Apr,11180574260
Ontario Product Exports to U.S. (CAD) ,2010,May,11424303918
Ontario Product Exports to U.S. (CAD) ,2010,Jun,12406335488
Ontario Product Exports to U.S. (CAD) ,2010,Jul,9558489760
Ontario Product Exports to U.S. (CAD) ,2010,Aug,11726312490
Ontario Product Exports to U.S. (CAD) ,2010,Sep,11772619983
Ontario Product Exports to U.S. (CAD) ,2010,Oct,11821824001
Ontario Product Exports to U.S. (CAD) ,2010,Nov,11837913406
Ontario Product Exports to U.S. (CAD) ,2010,Dec,11457566870
Ontario Product Exports to U.S. (CAD) ,2011,Jan,11017459793
Ontario Product Exports to U.S. (CAD) ,2011,Feb,10537981000
Ontario Product Exports to U.S. (CAD) ,2011,Mar,13291284000
Ontario Product Exports to U.S. (CAD) ,2011,Apr,11468503000
Ontario Product Exports to U.S. (CAD) ,2011,May,11994548000
Ontario Product Exports to U.S. (CAD) ,2011,Jun,11817197000
Ontario Product Exports to U.S. (CAD) ,2011,Jul,9796426000
Ontario Product Exports to U.S. (CAD) ,2011,Aug,12119977000
Ontario Product Exports to U.S. (CAD) ,2011,Sep,12642631000
Ontario Product Exports to U.S. (CAD) ,2011,Oct,12896275000
Ontario Product Exports to U.S. (CAD) ,2011,Nov,12528188000
Ontario Product Exports to U.S. (CAD) ,2011,Dec,12007849000
Ontario Product Exports to U.S. (CAD) ,2012,Jan,11907156000
Ontario Product Exports to U.S. (CAD) ,2012,Feb,11725774000
Ontario Product Exports to U.S. (CAD) ,2012,Mar,12983428000
Ontario Product Exports to U.S. (CAD) ,2012,Apr,12310692000
Ontario Product Exports to U.S. (CAD) ,2012,May,13054407000
Ontario Product Exports to U.S. (CAD) ,2012,Jun,13428203000
Ontario Product Exports to U.S. (CAD) ,2012,Jul,10738046000
Ontario Product Exports to U.S. (CAD) ,2012,Aug,12703059000
Ontario Product Exports to U.S. (CAD) ,2012,Sep,12057451000
Ontario Product Exports to U.S. (CAD) ,2012,Oct,12980598000
Ontario Product Exports to U.S. (CAD) ,2012,Nov,13204460000
Ontario Product Exports to U.S. (CAD) ,2012,Dec,11051455000
Ontario Product Exports to U.S. (CAD) ,2013,Jan,11817732000
Ontario Product Exports to U.S. (CAD) ,2013,Feb,11451109000
Ontario Product Exports to U.S. (CAD) ,2013,Mar,12930052000
Ontario Product Exports to U.S. (CAD) ,2013,Apr,13097017000
Ontario Product Exports to U.S. (CAD) ,2013,May,13168860000
Ontario Product Exports to U.S. (CAD) ,2013,Jun,13030953000
Ontario Product Exports to U.S. (CAD) ,2013,Jul,11218232000
Ontario Product Exports to U.S. (CAD) ,2013,Aug,12927796000
Ontario Product Exports to U.S. (CAD) ,2013,Sep,12876148000
Ontario Product Exports to U.S. (CAD) ,2013,Oct,13695773000
Ontario Product Exports to U.S. (CAD) ,2013,Nov,13476067000
Ontario Product Exports to U.S. (CAD) ,2013,Dec,12066567000
Ontario Product Exports to U.S. (CAD) ,2014,Jan,12031697000
Ontario Product Exports to U.S. (CAD) ,2014,Feb,12118992000
Ontario Product Exports to U.S. (CAD) ,2014,Mar,14246932000
Ontario Product Exports to U.S. (CAD) ,2014,Apr,14127955000
Ontario Product Exports to U.S. (CAD) ,2014,May,14549314000
Ontario Product Exports to U.S. (CAD) ,2014,Jun,14314842000
Ontario Product Exports to U.S. (CAD) ,2014,Jul,13078690000
Ontario Product Exports to U.S. (CAD) ,2014,Aug,13684084000
Ontario Product Exports to U.S. (CAD) ,2014,Sep,15094435000
Ontario Product Exports to U.S. (CAD) ,2014,Oct,15443970000
Ontario Product Exports to U.S. (CAD) ,2014,Nov,14245423000
Ontario Product Exports to U.S. (CAD) ,2014,Dec,14420144000
Ontario Product Exports to U.S. (CAD) ,2015,Jan,13982425000
Ontario Product Exports to U.S. (CAD) ,2015,Feb,13594743000
Ontario Product Exports to U.S. (CAD) ,2015,Mar,16456003000
Ontario Product Exports to U.S. (CAD) ,2015,Apr,15573047000
Ontario Product Exports to U.S. (CAD) ,2015,May,15175989000
Ontario Product Exports to U.S. (CAD) ,2015,Jun,17340549000
Ontario Product Exports to U.S. (CAD) ,2015,Jul,15614737000
Ontario Product Exports to U.S. (CAD) ,2015,Aug,16806637000
Ontario Product Exports to U.S. (CAD) ,2015,Sep,17642799000
Ontario Product Exports to U.S. (CAD) ,2015,Oct,17464599000
Ontario Product Exports to U.S. (CAD) ,2015,Nov,17176493000
Ontario Product Exports to U.S. (CAD) ,2015,Dec,17330515000
Ontario Product Exports to U.S. (CAD) ,2016,Jan,17778578000
Ontario Product Exports to U.S. (CAD) ,2016,Feb,17841497000
Ontario Product Exports to U.S. (CAD) ,2016,Mar,18247204000
Ontario Product Exports to U.S. (CAD) ,2016,Apr,16760619000
Ontario Product Exports to U.S. (CAD) ,2016,May,17031235000
Ontario Product Exports to U.S. (CAD) ,2016,Jun,17868202000
Ontario Product Exports to U.S. (CAD) ,2016,Jul,14931953000
Ontario Product Exports to U.S. (CAD) ,2016,Aug,17520160000
Ontario Product Exports to U.S. (CAD) ,2016,Sep,17393143000
Ontario Product Exports to U.S. (CAD) ,2016,Oct,17730840000
Ontario Product Exports to U.S. (CAD) ,2016,Nov,17746017000
Ontario Product Exports to U.S. (CAD) ,2016,Dec,15751128000
Ontario Product Exports to U.S. (CAD) ,2017,Jan,16267252000
Ontario Product Exports to U.S. (CAD) ,2017,Feb,15993606000
Ontario Product Exports to U.S. (CAD) ,2017,Mar,18006388000
Ontario Product Exports to U.S. (CAD) ,2017,Apr,16846680000
Ontario Product Exports to U.S. (CAD) ,2017,May,18362898000
Ontario Product Exports to U.S. (CAD) ,2017,Jun,18056803000
Ontario Product Exports to U.S. (CAD) ,2017,Jul,13885690000
Ontario Product Exports to U.S. (CAD) ,2017,Aug,16185165000
Ontario Product Exports to U.S. (CAD) ,2017,Sep,14992486000
Ontario Product Exports to U.S. (CAD) ,2017,Oct,16382700000
Ontario Product Exports to U.S. (CAD) ,2017,Nov,17414257000
Ontario Product Exports to U.S. (CAD) ,2017,Dec,15225107000
Ontario Product Exports to U.S. (CAD) ,2018,Jan,15164072000
Ontario Product Exports to U.S. (CAD) ,2018,Feb,14934441000
Ontario Product Exports to U.S. (CAD) ,2018,Mar,17143033000
Ontario Product Exports to U.S. (CAD) ,2018,Apr,16455012000
Ontario Product Exports to U.S. (CAD) ,2018,May,17061968000
Ontario Product Exports to U.S. (CAD) ,2018,Jun,17403453000
Ontario Product Exports to U.S. (CAD) ,2018,Jul,15312166000
Ontario Product Exports to U.S. (CAD) ,2018,Aug,16769466000
Ontario Product Exports to U.S. (CAD) ,2018,Sep,16219755000
Ontario Product Exports to U.S. (CAD) ,2018,Oct,18356827000
Ontario Product Exports to U.S. (CAD) ,2018,Nov,17284527000
Ontario Product Exports to U.S. (CAD) ,2018,Dec,15169371000
Ontario Product Exports to U.S. (CAD) ,2019,Jan,15914750000
Ontario Product Exports to U.S. (CAD) ,2019,Feb,15351690000
Ontario Product Exports to U.S. (CAD) ,2019,Mar,17428764000
Ontario Product Exports to U.S. (CAD) ,2019,Apr,16513273000
Ontario Product Exports to U.S. (CAD) ,2019,May,18280834000
Ontario Product Exports to U.S. (CAD) ,2019,Jun,17566207000
Ontario Product Exports to U.S. (CAD) ,2019,Jul,15552708000
Ontario Product Exports to U.S. (CAD) ,2019,Aug,17620099000
Ontario Product Exports to U.S. (CAD) ,2019,Sep,17300409000
Ontario Product Exports to U.S. (CAD) ,2019,Oct,18191329000
Ontario Product Exports to U.S. (CAD) ,2019,Nov,16705163000
Ontario Product Exports to U.S. (CAD) ,2019,Dec,15376735000
Ontario Product Exports to U.S. (CAD) ,2020,Jan,15172372000
Ontario Product Exports to U.S. (CAD) ,2020,Feb,15622221000
Ontario Product Exports to U.S. (CAD) ,2020,Mar,16870729000
Ontario Product Exports to U.S. (CAD) ,2020,Apr,8950091000
Ontario Product Exports to U.S. (CAD) ,2020,May,10439892000
Ontario Product Exports to U.S. (CAD) ,2020,Jun,15380689000
Number of Employment Insurance (E.I.) Beneficiaries ,2007,Jan,27260
Number of Employment Insurance (E.I.) Beneficiaries ,2007,Feb,28040
Number of Employment Insurance (E.I.) Beneficiaries ,2007,Mar,29150
Number of Employment Insurance (E.I.) Beneficiaries ,2007,Apr,24910
Number of Employment Insurance (E.I.) Beneficiaries ,2007,May,22300
Number of Employment Insurance (E.I.) Beneficiaries ,2007,Jun,21450
Number of Employment Insurance (E.I.) Beneficiaries ,2007,Jul,26270
Number of Employment Insurance (E.I.) Beneficiaries ,2007,Aug,27350
Number of Employment Insurance (E.I.) Beneficiaries ,2007,Sep,19830
Number of Employment Insurance (E.I.) Beneficiaries ,2007,Oct,19460
Number of Employment Insurance (E.I.) Beneficiaries ,2007,Nov,19940
Number of Employment Insurance (E.I.) Beneficiaries ,2007,Dec,21590
Number of Employment Insurance (E.I.) Beneficiaries ,2008,Jan,26630
Number of Employment Insurance (E.I.) Beneficiaries ,2008,Feb,27100
Number of Employment Insurance (E.I.) Beneficiaries ,2008,Mar,28130
Number of Employment Insurance (E.I.) Beneficiaries ,2008,Apr,25270
Number of Employment Insurance (E.I.) Beneficiaries ,2008,May,23240
Number of Employment Insurance (E.I.) Beneficiaries ,2008,Jun,22540
Number of Employment Insurance (E.I.) Beneficiaries ,2008,Jul,28390
Number of Employment Insurance (E.I.) Beneficiaries ,2008,Aug,29870
Number of Employment Insurance (E.I.) Beneficiaries ,2008,Sep,22730
Number of Employment Insurance (E.I.) Beneficiaries ,2008,Oct,22690
Number of Employment Insurance (E.I.) Beneficiaries ,2008,Nov,24210
Number of Employment Insurance (E.I.) Beneficiaries ,2008,Dec,28490
Number of Employment Insurance (E.I.) Beneficiaries ,2009,Jan,37810
Number of Employment Insurance (E.I.) Beneficiaries ,2009,Feb,41420
Number of Employment Insurance (E.I.) Beneficiaries ,2009,Mar,50860
Number of Employment Insurance (E.I.) Beneficiaries ,2009,Apr,45110
Number of Employment Insurance (E.I.) Beneficiaries ,2009,May,44450
Number of Employment Insurance (E.I.) Beneficiaries ,2009,Jun,44180
Number of Employment Insurance (E.I.) Beneficiaries ,2009,Jul,49530
Number of Employment Insurance (E.I.) Beneficiaries ,2009,Aug,49990
Number of Employment Insurance (E.I.) Beneficiaries ,2009,Sep,40660
Number of Employment Insurance (E.I.) Beneficiaries ,2009,Oct,38580
Number of Employment Insurance (E.I.) Beneficiaries ,2009,Nov,38590
Number of Employment Insurance (E.I.) Beneficiaries ,2009,Dec,40150
Number of Employment Insurance (E.I.) Beneficiaries ,2010,Jan,44840
Number of Employment Insurance (E.I.) Beneficiaries ,2010,Feb,44730
Number of Employment Insurance (E.I.) Beneficiaries ,2010,Mar,45380
Number of Employment Insurance (E.I.) Beneficiaries ,2010,Apr,40570
Number of Employment Insurance (E.I.) Beneficiaries ,2010,May,38140
Number of Employment Insurance (E.I.) Beneficiaries ,2010,Jun,36710
Number of Employment Insurance (E.I.) Beneficiaries ,2010,Jul,39290
Number of Employment Insurance (E.I.) Beneficiaries ,2010,Aug,41110
Number of Employment Insurance (E.I.) Beneficiaries ,2010,Sep,32150
Number of Employment Insurance (E.I.) Beneficiaries ,2010,Oct,30940
Number of Employment Insurance (E.I.) Beneficiaries ,2010,Nov,31080
Number of Employment Insurance (E.I.) Beneficiaries ,2010,Dec,32560
Number of Employment Insurance (E.I.) Beneficiaries ,2011,Jan,36870
Number of Employment Insurance (E.I.) Beneficiaries ,2011,Feb,37170
Number of Employment Insurance (E.I.) Beneficiaries ,2011,Mar,37540
Number of Employment Insurance (E.I.) Beneficiaries ,2011,Apr,33080
Number of Employment Insurance (E.I.) Beneficiaries ,2011,May,30380
Number of Employment Insurance (E.I.) Beneficiaries ,2011,Jun,28470
Number of Employment Insurance (E.I.) Beneficiaries ,2011,Jul,29450
Number of Employment Insurance (E.I.) Beneficiaries ,2011,Aug,33830
Number of Employment Insurance (E.I.) Beneficiaries ,2011,Sep,24390
Number of Employment Insurance (E.I.) Beneficiaries ,2011,Oct,23180
Number of Employment Insurance (E.I.) Beneficiaries ,2011,Nov,23380
Number of Employment Insurance (E.I.) Beneficiaries ,2011,Dec,25170
Number of Employment Insurance (E.I.) Beneficiaries ,2012,Jan,29960
Number of Employment Insurance (E.I.) Beneficiaries ,2012,Feb,30680
Number of Employment Insurance (E.I.) Beneficiaries ,2012,Mar,31970
Number of Employment Insurance (E.I.) Beneficiaries ,2012,Apr,27030
Number of Employment Insurance (E.I.) Beneficiaries ,2012,May,25550
Number of Employment Insurance (E.I.) Beneficiaries ,2012,Jun,24670
Number of Employment Insurance (E.I.) Beneficiaries ,2012,Jul,30360
Number of Employment Insurance (E.I.) Beneficiaries ,2012,Aug,31380
